Municipality Code,State,Municipality,Population,Observed Deaths,Deaths Counterfactual,Deaths Averted,Percent of Counterfactual Deaths Averted,"Observed Death Rate, per 100,000","Counterfactual Death Rate, per 100,000","Averted Death Rate, per 100,000"
310470,Minas Gerais,Ataléia,12496,2,24.02480388,22.02480388,91.67527023,16.00512164,192.2599542,176.2548326
310490,Minas Gerais,Baependi,19249,29,159.24425,130.24425,81.78898139,150.657177,827.285833,676.628656
310510,Minas Gerais,Bambuí,23964,36,200.4056833,164.4056833,82.03643758,150.225338,836.2780975,686.0527595
310540,Minas Gerais,Barão de Cocais,33232,45,105.9250801,60.92508009,57.51714329,135.4116514,318.7442227,183.3325713
310560,Minas Gerais,Barbacena,139061,405,1312.978605,907.9786045,69.15410513,291.2390965,944.1745741,652.9354776
310590,Minas Gerais,Barroso,20981,29,99.72925589,70.72925589,70.92127106,138.2202946,475.3312802,337.1109856
310620,Minas Gerais,Belo Horizonte,2530701,6383,30769.60856,24386.60856,79.25550471,252.2226055,1215.853179,963.6305737
310630,Minas Gerais,Belo Oriente,27277,3,3.748227552,0.748227552,19.96216989,10.99827694,13.74134821,2.743071276
310640,Minas Gerais,Belo Vale,7723,5,26.32301952,21.32301952,81.00521866,64.74168069,340.8393049,276.0976242
310670,Minas Gerais,Betim,450024,1344,2400.553693,1056.553693,44.01291653,298.6507386,533.4279268,234.7771882
310690,Minas Gerais,Bicas,14612,19,97.00609013,78.00609013,80.41360086,130.0301122,663.8796204,533.8495081
310710,Minas Gerais,Boa Esperança,40308,152,605.718419,453.718419,74.90583161,377.096358,1502.725064,1125.628706
310730,Minas Gerais,Bocaiúva,50521,54,269.1591556,215.1591556,79.93752065,106.8862453,532.7668803,425.880635
310740,Minas Gerais,Bom Despacho,51436,139,598.2791993,459.2791993,76.7667002,270.2387433,1163.152654,892.913911
310750,Minas Gerais,Bom Jardim de Minas,6444,0,0,0,NA,0,0,0
310790,Minas Gerais,Bom Repouso,10527,2,5.377192573,3.377192573,62.80586993,18.99876508,51.08000925,32.08124417
310800,Minas Gerais,Bom Sucesso,17612,17,109.0644824,92.06448235,84.41289077,96.52509653,619.2623345,522.737238
310830,Minas Gerais,Borda da Mata,19809,9,78.60466085,69.60466085,88.55029727,45.43389368,396.8128671,351.3789735
310855,Minas Gerais,Brasilândia de Minas,16950,2,2.854596498,0.854596498,29.93755856,11.79941003,16.84127728,5.041867247
310860,Minas Gerais,Brasília de Minas,32460,15,74.08170898,59.08170898,79.75208698,46.21072089,228.2246118,182.0138909
310890,Minas Gerais,Brazópolis,14364,3,22.34370417,19.34370417,86.57339904,20.8855472,155.5534961,134.6679489
310900,Minas Gerais,Brumadinho,41208,44,109.9285081,65.92850808,59.97398603,106.7753834,266.7649682,159.9895847
310910,Minas Gerais,Bueno Brandão,10982,12,87.16344716,75.16344716,86.2327611,109.2697141,793.6937457,684.4240317
310930,Minas Gerais,Buritis,25179,1,2.402147098,1.402147098,58.37057601,3.971563605,9.540279986,5.568716381
310950,Minas Gerais,Cabo Verde,14074,6,25.02952298,19.02952298,76.02830863,42.63180333,177.8422835,135.2104801
310970,Minas Gerais,Cachoeira de Minas,11609,5,94.11585515,89.11585515,94.68739885,43.07003187,810.7145762,767.6445444
310990,Minas Gerais,Caetanópolis,11869,7,63.85617703,56.85617703,89.03786552,58.97716741,538.0080633,479.0308959
311000,Minas Gerais,Caeté,45364,3,4.998104634,1.998104634,39.97724699,6.613173441,11.01777761,4.404604167
311030,Minas Gerais,Caldas,14600,12,62.64321852,50.64321852,80.84389614,82.19178082,429.0631405,346.8713597
311050,Minas Gerais,Camanducaia,21831,24,57.98008226,33.98008226,58.60647473,109.9354129,265.5860119,155.650599
311060,Minas Gerais,Cambuí,30068,9,26.74594414,17.74594414,66.35003815,29.93215378,88.95152369,59.01936991
311070,Minas Gerais,Cambuquira,12810,11,82.49969849,71.49969849,86.66661794,85.87041374,644.0257493,558.1553356
311090,Minas Gerais,Campanha,16855,5,8.105228183,3.105228183,38.31142212,29.6647879,48.08797498,18.42318709
311100,Minas Gerais,Campestre,21052,29,134.2579632,105.2579632,78.39979148,137.7541326,637.7444574,499.9903247
311110,Minas Gerais,Campina Verde,19759,9,22.71066771,13.71066771,60.37104626,45.54886381,114.9383456,69.3894818
311120,Minas Gerais,Campo Belo,54338,205,945.1195942,740.1195942,78.30962333,377.2682101,1739.334525,1362.066315
311150,Minas Gerais,Campos Altos,15661,11,40.61608186,29.61608186,72.9171316,70.23817125,259.3453921,189.1072209
311160,Minas Gerais,Campos Gerais,28908,2,3.009178498,1.009178498,33.53667782,6.918500069,10.40950082,3.491000753
311180,Minas Gerais,Canápolis,12251,13,31.15959071,18.15959071,58.27929795,106.1137866,254.3432431,148.2294564
311200,Minas Gerais,Candeias,14890,9,362.3490047,353.3490047,97.51620678,60.4432505,2433.50574,2373.06249
311230,Minas Gerais,Capelinha,38321,37,87.86326227,50.86326227,57.88911196,96.55280395,229.2822793,132.7294754
311260,Minas Gerais,Capinópolis,16294,37,129.2615421,92.26154215,71.37586371,227.0774518,793.3076111,566.2301592
311280,Minas Gerais,Capitólio,8693,3,22.86809403,19.86809403,86.88128536,34.51052571,263.0633157,228.55279
311320,Minas Gerais,Carandaí,25831,29,138.6001145,109.6001145,79.07649636,112.2682049,536.5650361,424.2968312
311330,Minas Gerais,Carangola,33022,159,682.813789,523.813789,76.71400277,481.4971837,2067.754191,1586.257007
311340,Minas Gerais,Caratinga,93124,641,1598.8816,957.8816002,59.90947673,688.3295391,1716.938276,1028.608737
311350,Minas Gerais,Carbonita,9423,0,0,0,NA,0,0,0
311360,Minas Gerais,Careaçu,6826,2,3.340660772,1.340660772,40.13160459,29.2997363,48.94023984,19.64050354
311370,Minas Gerais,Carlos Chagas,18516,20,134.4007854,114.4007854,85.11913458,108.01469,725.8629587,617.8482687
311390,Minas Gerais,Carmo da Cachoeira,12193,8,14.02427188,6.02427188,42.95604029,65.61141639,115.0190427,49.40762634
311410,Minas Gerais,Carmo de Minas,15031,2,4.909862932,2.909862932,59.2656653,13.30583461,32.66491206,19.35907745
311430,Minas Gerais,Carmo do Paranaíba,30339,38,199.9256953,161.9256953,80.99293843,125.2513267,658.9725941,533.7212675
311440,Minas Gerais,Carmo do Rio Claro,21310,10,56.74885157,46.74885157,82.37849803,46.92632567,266.301509,219.3751833
311450,Minas Gerais,Carmópolis de Minas,19756,20,72.22175678,52.22175678,72.30751384,101.2350678,365.5687223,264.3336545
311455,Minas Gerais,Carneirinho,10103,16,25.99576505,9.995765049,38.45151328,158.3688013,257.3073844,98.93858308
311460,Minas Gerais,Carrancas,4052,7,53.4444859,46.4444859,86.90229706,172.7541955,1318.965595,1146.211399
311510,Minas Gerais,Cássia,17741,61,317.4770798,256.4770798,80.78601453,343.8363114,1789.510624,1445.674313
311530,Minas Gerais,Cataguases,75942,211,1047.645158,836.6451577,79.85959287,277.8436175,1379.533272,1101.689655
311550,Minas Gerais,Caxambu,21566,21,212.6947201,191.6947201,90.12669426,97.37549847,986.250209,888.8747105
311570,Minas Gerais,Central de Minas,7059,6,31.6334813,25.6334813,81.03275469,84.99787505,448.1297819,363.1319068
311580,Minas Gerais,Centralina,10343,26,90.09393173,64.09393173,71.1412306,251.3777434,871.0618943,619.6841509
311630,Minas Gerais,Cipotânea,6811,0,0,0,NA,0,0,0
311660,Minas Gerais,Cláudio,29093,9,53.29395025,44.29395025,83.11252974,30.93527653,183.1847876,152.2495111
311680,Minas Gerais,Coluna,8810,1,1.000305613,0.000305613,0.030551979,11.3507378,11.35420673,0.003468935
311710,Minas Gerais,Conceição da Aparecida,10351,2,21.01655847,19.01655847,90.48369407,19.32180466,203.0389186,183.717114
311730,Minas Gerais,Conceição das Alagoas,28782,53,73.79063518,20.79063518,28.17516766,184.1428671,256.3777193,72.23485225
311750,Minas Gerais,Conceição do Mato Dentro,17438,29,204.5857389,175.5857389,85.82501392,166.3034752,1173.217908,1006.914433
311770,Minas Gerais,Conceição do Rio Verde,13729,6,15.27229503,9.272295034,60.71317384,43.7031102,111.2411322,67.53802195
311780,Minas Gerais,Conceição dos Ouros,11852,4,6.649865942,2.649865942,39.84841146,33.74957813,56.10754254,22.35796441
311800,Minas Gerais,Congonhas,55836,72,150.3675843,78.36758428,52.11733942,128.9490651,269.3022141,140.353149
311820,Minas Gerais,Conquista,6997,2,7.314178983,5.314178983,72.65585099,28.58367872,104.5330711,75.94939236
311830,Minas Gerais,Conselheiro Lafaiete,130584,268,614.6414085,346.6414085,56.39734058,205.2318814,470.6866143,265.4547329
311840,Minas Gerais,Conselheiro Pena,22975,27,179.6270716,152.6270716,84.96885812,117.5190424,781.8370909,664.3180485
311860,Minas Gerais,Contagem,673849,1006,2239.141547,1233.141547,55.07206762,149.2916069,332.2912918,182.9996849
311880,Minas Gerais,Coração de Jesus,26620,6,8.817743336,2.817743336,31.95537938,22.53944403,33.12450539,10.58506137
311910,Minas Gerais,Corinto,23607,6,22.58482053,16.58482053,73.43348382,25.41619011,95.67001537,70.25382525
311930,Minas Gerais,Coromandel,27958,44,134.4245637,90.42456369,67.26788706,157.3789255,480.8089409,323.4300153
311940,Minas Gerais,Coronel Fabriciano,110709,223,548.0828263,325.0828263,59.31271894,201.4289714,495.0661882,293.6372168
311995,Minas Gerais,Córrego Fundo,6425,2,8.297348289,6.297348289,75.89591361,31.12840467,129.1416076,98.01320295
312020,Minas Gerais,Cristais,13060,12,26.5917738,14.5917738,54.87326235,91.88361409,203.6123568,111.7287428
312050,Minas Gerais,Cristina,10211,3,23.16297504,20.16297504,87.04829585,29.38008031,226.8433556,197.4632753
312080,Minas Gerais,Cruzília,15529,36,254.320949,218.320949,85.84465804,231.8243287,1637.716202,1405.891873
312090,Minas Gerais,Curvelo,81085,340,1306.206003,966.2060027,73.97041513,419.3130665,1610.909543,1191.596476
312160,Minas Gerais,Diamantina,47924,153,819.4467786,666.4467786,81.32886674,319.2554879,1709.888112,1390.632624
312180,Minas Gerais,Dionísio,7493,1,20,19,95,13.3457894,266.9157881,253.5699987
312210,Minas Gerais,Divino das Laranjeiras,4969,6,53.33850875,47.33850875,88.75109158,120.7486416,1073.425413,952.676771
312230,Minas Gerais,Divinópolis,242505,794,2767.643779,1973.643779,71.31133689,327.4159296,1141.272872,813.8569429
312260,Minas Gerais,Dom Joaquim,4436,2,2.133568977,0.133568977,6.260354312,45.08566276,48.0966857,3.011022937
312270,Minas Gerais,Dom Silvério,5227,1,20.50915368,19.50915368,95.1241284,19.13143294,392.3694984,373.2380654
312320,Minas Gerais,Dores do Indaiá,13373,4,301.8310858,297.8310858,98.67475546,29.91101473,2257.018514,2227.107499
312360,Minas Gerais,Elói Mendes,28556,30,98.62227525,68.62227525,69.58090865,105.0567306,345.3644602,240.3077296
312390,Minas Gerais,Entre Rios de Minas,15458,14,47.30378202,33.30378202,70.40405777,90.56799068,306.0148921,215.4469014
312400,Minas Gerais,Ervália,19019,22,131.4685101,109.4685101,83.26595472,115.6737999,691.2482783,575.5744784
312410,Minas Gerais,Esmeraldas,72512,11,20.22251923,9.222519226,45.6051945,15.16990291,27.88851394,12.71861102
312430,Minas Gerais,Espinosa,31603,5,26.88587439,21.88587439,81.40287376,15.82128279,85.07380436,69.25252157
312450,Minas Gerais,Estiva,11416,14,69.18535462,55.18535462,79.76450352,122.6348984,606.0384953,483.4035969
312480,Minas Gerais,Estrela do Sul,8057,8,32.12334894,24.12334894,75.09599633,99.29254065,398.7011163,299.4085756
312490,Minas Gerais,Eugenópolis,11383,2,2.702770876,0.702770876,26.00186654,17.57006062,23.74392406,6.173863445
312510,Minas Gerais,Extrema,37649,129,503.9081555,374.9081555,74.4000968,342.6385827,1338.437025,995.7984421
312560,Minas Gerais,Felisburgo,7548,4,27.42725452,23.42725452,85.41596646,52.99417064,363.3711516,310.376981
312590,Minas Gerais,Ferros,9576,2,21.02694784,19.02694784,90.48839605,20.8855472,219.5796558,198.6941086
312610,Minas Gerais,Formiga,67956,314,1510.150232,1196.150232,79.20736671,462.0636883,2222.24709,1760.183402
312620,Minas Gerais,Formoso,9810,1,1.050962141,0.050962141,4.849093858,10.19367992,10.71317167,0.519491749
312670,Minas Gerais,Francisco Sá,26459,36,89.33886951,53.33886951,59.70398977,136.0595639,337.6502117,201.5906478
312690,Minas Gerais,Frei Inocêncio,9716,2,7.181251917,5.181251917,72.14970282,20.58460272,73.91160886,53.32700614
312700,Minas Gerais,Fronteira,18866,14,18.66313054,4.663130541,24.98578966,74.20756917,98.92468218,24.71711301
312710,Minas Gerais,Frutal,60508,151,326.919855,175.919855,53.8113095,249.553778,540.2919531,290.7381751
312760,Minas Gerais,Gouveia,11811,10,310.2958905,300.2958905,96.7772696,84.666836,2627.177128,2542.510292
312770,Minas Gerais,Governador Valadares,282164,1070,3387.747051,2317.747051,68.41558759,379.2120894,1200.630503,821.4184131
312800,Minas Gerais,Guanhães,34818,50,157.5986262,107.5986262,68.27383511,143.603883,452.6354936,309.0316105
312810,Minas Gerais,Guapé,14269,13,68.83949666,55.83949666,81.11549237,91.10659472,482.4409325,391.3343378
312830,Minas Gerais,Guaranésia,19014,2,5.278311991,3.278311991,62.10909845,10.51856527,27.76013459,17.24156932
312870,Minas Gerais,Guaxupé,52234,207,1043.189523,836.1895232,80.15700931,396.2936019,1997.146539,1600.852937
312910,Minas Gerais,Gurinhatã,5516,5,36.58064437,31.58064437,86.33156937,90.64539521,663.1733933,572.527998
312940,Minas Gerais,Ibertioga,4999,2,8.711526108,6.711526108,77.04191005,40.0080016,174.2653752,134.2573736
312950,Minas Gerais,Ibiá,25511,14,62.43905747,48.43905747,77.57813688,54.8782878,244.753469,189.8751812
312960,Minas Gerais,Ibiaí,8478,1,1.066784953,0.066784953,6.260395107,11.79523473,12.58297892,0.787744197
312970,Minas Gerais,Ibiraci,14128,1,5.243494216,4.243494216,80.92874792,7.078142695,37.11420028,30.03605759
312980,Minas Gerais,Ibirité,184030,237,330.0269981,93.02699812,28.18769332,128.7833505,179.3332599,50.54990932
313010,Minas Gerais,Igarapé,44561,19,43.03253896,24.03253896,55.84736467,42.63818137,96.56995795,53.93177658
313030,Minas Gerais,Iguatama,7901,3,5.796712138,2.796712138,48.24652443,37.96987723,73.36681607,35.39693884
313050,Minas Gerais,Ilicínea,12511,2,21.54489949,19.54489949,90.71706043,15.98593238,172.2076531,156.2217208
313090,Minas Gerais,Inhapim,24020,0,0,0,NA,0,0,0
313120,Minas Gerais,Ipanema,20133,4,20.45182405,16.45182405,80.4418423,19.86787861,101.5835894,81.71571078
313130,Minas Gerais,Ipatinga,267333,831,2203.127835,1372.127835,62.28089959,310.8482679,824.1136839,513.265416
313140,Minas Gerais,Ipiaçu,4229,2,12.17029452,10.17029452,83.56654396,47.29250414,287.7818519,240.4893478
313150,Minas Gerais,Ipuiúna,10156,16,20.68754284,4.687542842,22.65877044,157.5423395,203.6977436,46.15540411
313160,Minas Gerais,Iraí de Minas,7067,7,9.202509865,2.202509865,23.93379521,99.05193151,130.2180538,31.16612234
313170,Minas Gerais,Itabira,121717,344,1092.649091,748.6490913,68.51688225,282.6228054,897.6963705,615.0735652
313180,Minas Gerais,Itabirinha,11637,15,34.97596493,19.97596493,57.11340622,128.8992008,300.5582619,171.659061
313190,Minas Gerais,Itabirito,52996,26,109.1281533,83.1281533,76.17480072,49.06030644,205.917717,156.8574106
313210,Minas Gerais,Itacarambi,18175,10,35.03520547,25.03520547,71.45728171,55.02063274,192.7659173,137.7452846
313220,Minas Gerais,Itaguara,13510,10,27.29426796,17.29426796,63.36227074,74.019245,202.0301107,128.0108657
313230,Minas Gerais,Itaipé,12910,2,4.143441885,2.143441885,51.73095085,15.49186677,32.09482482,16.60295805
313240,Minas Gerais,Itajubá,97782,626,4480.769812,3854.769812,86.02918636,640.1996277,4582.407613,3942.207985
313250,Minas Gerais,Itamarandiba,35130,21,31.97792975,10.97792975,34.32970751,59.77796755,91.02741176,31.24944421
313270,Minas Gerais,Itambacuri,23207,27,138.9479894,111.9479894,80.56826866,116.3442065,598.7330953,482.3888888
313290,Minas Gerais,Itamogi,10122,1,20,19,95,9.87947046,197.5894092,187.7099387
313300,Minas Gerais,Itamonte,15844,26,87.53719286,61.53719286,70.29833931,164.0999748,552.4942745,388.3942998
313310,Minas Gerais,Itanhandu,15511,61,465.2641355,404.2641355,86.88916782,393.2692928,2999.575369,2606.306076
313320,Minas Gerais,Itanhomi,12259,15,127.1408023,112.1408023,88.20205652,122.3590831,1037.122133,914.7630503
313330,Minas Gerais,Itaobim,20997,115,307.8100385,192.8100385,62.63929515,547.6972901,1465.971513,918.2742227
313340,Minas Gerais,Itapagipe,15511,11,192.2546271,181.2546271,94.27842119,70.91741345,1239.472807,1168.555394
313350,Minas Gerais,Itapecerica,21760,10,159.7839464,149.7839464,93.741549,45.95588235,734.3012244,688.3453421
313375,Minas Gerais,Itaú de Minas,16286,3,9.362090072,6.362090072,67.95587335,18.42072946,57.48550947,39.06478001
313380,Minas Gerais,Itaúna,94455,261,625.932407,364.932407,58.3022069,276.3220581,662.6778964,386.3558383
313420,Minas Gerais,Ituiutaba,105818,367,1875.355268,1508.355268,80.43037465,346.8219018,1772.245996,1425.424094
313440,Minas Gerais,Iturama,40101,147,262.3007802,115.3007802,43.95746749,366.5743996,654.100347,287.5259474
313460,Minas Gerais,Jaboticatubas,20683,14,25.42616385,11.42616385,44.938607,67.68843978,122.9326686,55.24422881
313470,Minas Gerais,Jacinto,12320,23,109.7299002,86.72990015,79.03944142,186.6883117,890.664774,703.9764623
313480,Minas Gerais,Jacuí,7695,1,1.586649364,0.586649364,36.97410262,12.99545159,20.619225,7.623773413
313490,Minas Gerais,Jacutinga,26538,4,6.603214677,2.603214677,39.42344456,15.0727259,24.88211123,9.809385324
313505,Minas Gerais,Jaíba,39850,37,47.93239966,10.93239966,22.80795399,92.84818068,120.2820569,27.43387619
313510,Minas Gerais,Janaúba,72374,134,257.8845178,123.8845178,48.03875736,185.149363,356.3220462,171.1726832
313520,Minas Gerais,Januária,67958,89,201.5469579,112.5469579,55.84155627,130.963242,296.5757643,165.6125223
313540,Minas Gerais,Jeceaba,4795,5,96.67726757,91.67726757,94.82815338,104.2752868,2016.20996,1911.934673
313580,Minas Gerais,Jequitinhonha,25555,11,56.81121611,45.81121611,80.63762624,43.04441401,222.3095915,179.2651775
313600,Minas Gerais,Joaíma,15476,9,32.1135551,23.1135551,71.97445137,58.1545619,207.5055253,149.3509634
313620,Minas Gerais,João Monlevade,80903,229,2051.045724,1822.045724,88.83496368,283.0550165,2535.191185,2252.136168
313630,Minas Gerais,João Pinheiro,47990,131,225.7075099,94.70750994,41.96028301,272.9735362,470.3219628,197.3484266
313650,Minas Gerais,Jordânia,10872,5,25.31296371,20.31296371,80.24727544,45.98969831,232.8271128,186.8374145
313665,Minas Gerais,Juatuba,27823,19,29.81253577,10.81253577,36.26842029,68.28882579,107.1506875,38.86186167
313670,Minas Gerais,Juiz de Fora,577532,1725,9119.241154,7394.241154,81.08395237,298.6847482,1579.001883,1280.317135
313690,Minas Gerais,Juruaia,10795,10,35.74744974,25.74744974,72.02597647,92.63547939,331.1482143,238.5127349
313700,Minas Gerais,Ladainha,18272,3,3.689127088,0.689127088,18.67994979,16.41856392,20.1900563,3.771492379
313710,Minas Gerais,Lagamar,7588,1,1.00805988,0.00805988,0.799543803,13.17870322,13.28492199,0.10621877
313720,Minas Gerais,Lagoa da Prata,53236,137,281.770846,144.770846,51.37893009,257.344654,529.2862837,271.9416297
313750,Minas Gerais,Lagoa Formosa,18168,3,22.05387726,19.05387726,86.39694978,16.51254954,121.3885803,104.8760307
313753,Minas Gerais,Lagoa Grande,9681,13,14.88298779,1.882987792,12.65194743,134.2836484,153.7339923,19.45034389
313760,Minas Gerais,Lagoa Santa,66744,77,223.0800715,146.0800715,65.48324578,115.3661752,334.2323977,218.8662224
313780,Minas Gerais,Lambari,20995,2,2.787403583,0.787403583,28.24863926,9.526077638,13.27651147,3.75043383
313790,Minas Gerais,Lamim,3366,1,2.282974358,1.282974358,56.19749313,29.70885324,67.82455015,38.11569691
313800,Minas Gerais,Laranjal,6856,1,4.00705287,3.00705287,75.04400285,14.58576429,58.44592867,43.86016438
313820,Minas Gerais,Lavras,105756,222,777.7178883,555.7178883,71.45494487,209.9171678,735.388903,525.4717352
313840,Minas Gerais,Leopoldina,52690,175,1057.990037,882.9900368,83.45920151,332.1313342,2007.952243,1675.820909
